Pclass,Survived,Name,Sex,Age,Ticket,Fare,Embarked
1.0,False,"Wright, Mr. George",male,62.0,113807,26.55,S
1.0,True,"Young, Miss. Marie Grice",female,36.0,PC 17760,135.6333,C
2.0,False,"Abelson, Mr. Samuel",male,30.0,P/PP 3381,24.0,C
2.0,True,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,P/PP 3381,24.0,C
2.0,False,"Aldworth, Mr. Charles Augustus",male,30.0,248744,13.0,S
2.0,False,"Andrew, Mr. Edgardo Samuel",male,18.0,231945,11.5,S
2.0,False,"Andrew, Mr. Frank Thomas",male,25.0,C.A. 34050,10.5,S
2.0,False,"Angle, Mr. William A",male,34.0,226875,26.0,S
2.0,True,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,226875,26.0,S
2.0,False,"Ashby, Mr. John",male,57.0,244346,13.0,S
2.0,False,"Bailey, Mr. Percy Andrew",male,18.0,29108,11.5,S
2.0,False,"Baimbrigge, Mr. Charles Robert",male,23.0,C.A. 31030,10.5,S
2.0,True,"Ball, Mrs. (Ada E Hall)",female,36.0,28551,13.0,S
2.0,False,"Banfield, Mr. Frederick James",male,28.0,C.A./SOTON 34068,10.5,S
2.0,False,"Bateman, Rev. Robert James",male,51.0,S.O.P. 1166,12.525,S
2.0,True,"Beane, Mr. Edward",male,32.0,2908,26.0,S
2.0,True,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,2908,26.0,S
2.0,False,"Beauchamp, Mr. Henry James",male,28.0,244358,26.0,S
2.0,True,"Becker, Master. Richard F",male,1.0,230136,39.0,S
2.0,True,"Becker, Miss. Marion Louise",female,4.0,230136,39.0,S
2.0,True,"Becker, Miss. Ruth Elizabeth",female,12.0,230136,39.0,S
2.0,True,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36.0,230136,39.0,S
2.0,True,"Beesley, Mr. Lawrence",male,34.0,248698,13.0,S
2.0,True,"Bentham, Miss. Lilian W",female,19.0,28404,13.0,S
2.0,False,"Berriman, Mr. William John",male,23.0,28425,13.0,S
2.0,False,"Botsford, Mr. William Hull",male,26.0,237670,13.0,S
2.0,False,"Bowenur, Mr. Solomon",male,42.0,211535,13.0,S
2.0,False,"Bracken, Mr. James H",male,27.0,220367,13.0,S
2.0,True,"Brown, Miss. Amelia ""Mildred""",female,24.0,248733,13.0,S
2.0,True,"Brown, Miss. Edith Eileen",female,15.0,29750,39.0,S
2.0,False,"Brown, Mr. Thomas William Solomon",male,60.0,29750,39.0,S
2.0,True,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,29750,39.0,S
2.0,True,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20.0,236853,26.0,S
2.0,False,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,236853,26.0,S
2.0,True,"Buss, Miss. Kate",female,36.0,27849,13.0,S
2.0,False,"Butler, Mr. Reginald Fenton",male,25.0,234686,13.0,S
2.0,False,"Byles, Rev. Thomas Roussel Davids",male,42.0,244310,13.0,S
2.0,True,"Bystrom, Mrs. (Karolina)",female,42.0,236852,13.0,S
2.0,True,"Caldwell, Master. Alden Gates",male,0.8333,248738,29.0,S
2.0,True,"Caldwell, Mr. Albert Francis",male,26.0,248738,29.0,S
2.0,True,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,248738,29.0,S
2.0,True,"Cameron, Miss. Clear Annie",female,35.0,F.C.C. 13528,21.0,S
2.0,False,"Campbell, Mr. William",male,23.85928755725191,239853,0.0,S
2.0,False,"Carbines, Mr. William",male,19.0,28424,13.0,S
2.0,False,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,244252,26.0,S
2.0,False,"Carter, Rev. Ernest Courtenay",male,54.0,244252,26.0,S
2.0,False,"Chapman, Mr. Charles Henry",male,52.0,248731,13.5,S
2.0,False,"Chapman, Mr. John Henry",male,37.0,SC/AH 29037,26.0,S
2.0,False,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29.0,SC/AH 29037,26.0,S
2.0,True,"Christy, Miss. Julie Rachel",female,25.0,237789,30.0,S
2.0,True,"Christy, Mrs. (Alice Frances)",female,45.0,237789,30.0,S
2.0,False,"Clarke, Mr. Charles Valentine",male,29.0,2003,26.0,S
2.0,True,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,2003,26.0,S
2.0,False,"Coleridge, Mr. Reginald Charles",male,29.0,W./C. 14263,10.5,S
2.0,False,"Collander, Mr. Erik Gustaf",male,28.0,248740,13.0,S
2.0,True,"Collett, Mr. Sidney C Stuart",male,24.0,28034,10.5,S
2.0,True,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,C.A. 31921,26.25,S
2.0,False,"Collyer, Mr. Harvey",male,31.0,C.A. 31921,26.25,S
2.0,True,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,C.A. 31921,26.25,S
2.0,True,"Cook, Mrs. (Selena Rogers)",female,22.0,W./C. 14266,10.5,S
2.0,False,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,237249,13.0,S
2.0,False,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,23.85928755725191,F.C.C. 13534,21.0,S
2.0,False,"Cotterill, Mr. Henry ""Harry""",male,21.0,29107,11.5,S
2.0,False,"Cunningham, Mr. Alfred Fleming",male,23.85928755725191,239853,0.0,S
2.0,True,"Davies, Master. John Morgan Jr",male,8.0,C.A. 33112,36.75,S
2.0,False,"Davies, Mr. Charles Henry",male,18.0,S.O.C. 14879,73.5,S
2.0,True,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48.0,C.A. 33112,36.75,S
2.0,True,"Davis, Miss. Mary",female,28.0,237668,13.0,S
2.0,False,"de Brito, Mr. Jose Joaquim",male,32.0,244360,13.0,S
2.0,False,"Deacon, Mr. Percy William",male,17.0,S.O.C. 14879,73.5,S
2.0,False,"del Carlo, Mr. Sebastiano",male,29.0,SC/PARIS 2167,27.7208,C
2.0,True,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,SC/PARIS 2167,27.7208,C
2.0,False,"Denbury, Mr. Herbert",male,25.0,C.A. 31029,31.5,S
2.0,False,"Dibden, Mr. William",male,18.0,S.O.C. 14879,73.5,S
2.0,True,"Doling, Miss. Elsie",female,18.0,231919,23.0,S
2.0,True,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,231919,23.0,S
2.0,False,"Downton, Mr. William James",male,54.0,28403,26.0,S
2.0,True,"Drew, Master. Marshall Brines",male,8.0,28220,32.5,S
2.0,False,"Drew, Mr. James Vivian",male,42.0,28220,32.5,S
2.0,True,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,28220,32.5,S
2.0,True,"Duran y More, Miss. Asuncion",female,27.0,SC/PARIS 2149,13.8583,C
2.0,True,"Duran y More, Miss. Florentina",female,30.0,SC/PARIS 2148,13.8583,C
2.0,False,"Eitemiller, Mr. George Floyd",male,23.0,29751,13.0,S
2.0,False,"Enander, Mr. Ingvar",male,21.0,236854,13.0,S
2.0,False,"Fahlstrom, Mr. Arne Jonas",male,18.0,236171,13.0,S
2.0,False,"Faunthorpe, Mr. Harry",male,40.0,2926,26.0,S
2.0,True,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,2926,26.0,S
2.0,False,"Fillbrook, Mr. Joseph Charles",male,18.0,C.A. 15185,10.5,S
2.0,False,"Fox, Mr. Stanley Hubert",male,36.0,229236,13.0,S
2.0,False,"Frost, Mr. Anthony Wood ""Archie""",male,23.85928755725191,239854,0.0,S
2.0,False,"Funk, Miss. Annie Clemmer",female,38.0,237671,13.0,S
2.0,False,"Fynney, Mr. Joseph J",male,35.0,239865,26.0,S
2.0,False,"Gale, Mr. Harry",male,38.0,28664,21.0,S
2.0,False,"Gale, Mr. Shadrach",male,34.0,28664,21.0,S
2.0,True,"Garside, Miss. Ethel",female,34.0,243880,13.0,S
2.0,False,"Gaskell, Mr. Alfred",male,16.0,239865,26.0,S
2.0,False,"Gavey, Mr. Lawrence",male,26.0,31028,10.5,S
2.0,False,"Gilbert, Mr. William",male,47.0,C.A. 30769,10.5,S
2.0,False,"Giles, Mr. Edgar",male,21.0,28133,11.5,S
2.0,False,"Giles, Mr. Frederick Edward",male,21.0,28134,11.5,S
2.0,False,"Giles, Mr. Ralph",male,24.0,248726,13.5,S
2.0,False,"Gill, Mr. John William",male,24.0,233866,13.0,S
2.0,False,"Gillespie, Mr. William Henry",male,34.0,12233,13.0,S
2.0,False,"Givard, Mr. Hans Kristensen",male,30.0,250646,13.0,S
2.0,False,"Greenberg, Mr. Samuel",male,52.0,250647,13.0,S
2.0,False,"Hale, Mr. Reginald",male,30.0,250653,13.0,S
2.0,True,"Hamalainen, Master. Viljo",male,0.6667,250649,14.5,S
2.0,True,"Hamalainen, Mrs. William (Anna)",female,24.0,250649,14.5,S
2.0,False,"Harbeck, Mr. William H",male,44.0,248746,13.0,S
2.0,True,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,248727,33.0,S
2.0,False,"Harper, Rev. John",male,28.0,248727,33.0,S
2.0,True,"Harris, Mr. George",male,62.0,S.W./PP 752,10.5,S
2.0,False,"Harris, Mr. Walter",male,30.0,W/C 14208,10.5,S
2.0,True,"Hart, Miss. Eva Miriam",female,7.0,F.C.C. 13529,26.25,S
2.0,False,"Hart, Mr. Benjamin",male,43.0,F.C.C. 13529,26.25,S
2.0,True,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,F.C.C. 13529,26.25,S
2.0,True,"Herman, Miss. Alice",female,24.0,220845,65.0,S
2.0,True,"Herman, Miss. Kate",female,24.0,220845,65.0,S
2.0,False,"Herman, Mr. Samuel",male,49.0,220845,65.0,S
2.0,True,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,220845,65.0,S
2.0,True,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,248706,16.0,S
2.0,False,"Hickman, Mr. Leonard Mark",male,24.0,S.O.C. 14879,73.5,S
2.0,False,"Hickman, Mr. Lewis",male,32.0,S.O.C. 14879,73.5,S
2.0,False,"Hickman, Mr. Stanley George",male,21.0,S.O.C. 14879,73.5,S
2.0,False,"Hiltunen, Miss. Marta",female,18.0,250650,13.0,S
2.0,True,"Hocking, Miss. Ellen ""Nellie""",female,20.0,29105,23.0,S
2.0,False,"Hocking, Mr. Richard George",male,23.0,29104,11.5,S
2.0,False,"Hocking, Mr. Samuel James Metcalfe",male,36.0,242963,13.0,S
2.0,True,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,29105,23.0,S
2.0,False,"Hodges, Mr. Henry Price",male,50.0,250643,13.0,S
2.0,False,"Hold, Mr. Stephen",male,44.0,26707,26.0,S
2.0,True,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29.0,26707,26.0,S
2.0,False,"Hood, Mr. Ambrose Jr",male,21.0,S.O.C. 14879,73.5,S
2.0,True,"Hosono, Mr. Masabumi",male,42.0,237798,13.0,S
2.0,False,"Howard, Mr. Benjamin",male,63.0,24065,26.0,S
2.0,False,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,24065,26.0,S
2.0,False,"Hunt, Mr. George Henry",male,33.0,SCO/W 1585,12.275,S
2.0,True,"Ilett, Miss. Bertha",female,17.0,SO/C 14885,10.5,S
2.0,False,"Jacobsohn, Mr. Sidney Samuel",male,42.0,243847,27.0,S
2.0,True,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,243847,27.0,S
2.0,False,"Jarvis, Mr. John Denzil",male,47.0,237565,15.0,S
2.0,False,"Jefferys, Mr. Clifford Thomas",male,24.0,C.A. 31029,31.5,S
2.0,False,"Jefferys, Mr. Ernest Wilfred",male,22.0,C.A. 31029,31.5,S
2.0,False,"Jenkin, Mr. Stephen Curnow",male,32.0,C.A. 33111,10.5,S
2.0,True,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,SC/AH Basle 541,13.7917,C
2.0,False,"Kantor, Mr. Sinai",male,34.0,244367,26.0,S
2.0,True,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,244367,26.0,S
2.0,False,"Karnes, Mrs. J Frank (Claire Bennett)",female,22.0,F.C.C. 13534,21.0,S
2.0,True,"Keane, Miss. Nora A",female,23.85928755725191,226593,12.35,Q
2.0,False,"Keane, Mr. Daniel",male,35.0,233734,12.35,Q
2.0,True,"Kelly, Mrs. Florence ""Fannie""",female,45.0,223596,13.5,S
2.0,False,"Kirkland, Rev. Charles Leonard",male,57.0,219533,12.35,Q
2.0,False,"Knight, Mr. Robert J",male,23.85928755725191,239855,0.0,S
2.0,False,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,C.A. 18723,10.5,S
2.0,False,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,250651,26.0,S
2.0,False,"Lahtinen, Rev. William",male,30.0,250651,26.0,S
2.0,False,"Lamb, Mr. John Joseph",male,23.85928755725191,240261,10.7083,Q
2.0,True,"Laroche, Miss. Louise",female,1.0,SC/Paris 2123,41.5792,C
2.0,True,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,SC/Paris 2123,41.5792,C
2.0,False,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,SC/Paris 2123,41.5792,C
2.0,True,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,SC/Paris 2123,41.5792,C
2.0,True,"Lehmann, Miss. Bertha",female,17.0,SC 1748,12.0,C
2.0,True,"Leitch, Miss. Jessie Wills",female,23.85928755725191,248727,33.0,S
2.0,True,"Lemore, Mrs. (Amelia Milley)",female,34.0,C.A. 34260,10.5,S
2.0,False,"Levy, Mr. Rene Jacques",male,36.0,SC/Paris 2163,12.875,C
2.0,False,"Leyson, Mr. Robert William Norman",male,24.0,C.A. 29566,10.5,S
2.0,False,"Lingane, Mr. John",male,61.0,235509,12.35,Q
2.0,False,"Louch, Mr. Charles Alexander",male,50.0,SC/AH 3085,26.0,S
2.0,True,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,SC/AH 3085,26.0,S
2.0,False,"Mack, Mrs. (Mary)",female,57.0,S.O./P.P. 3,10.5,S
2.0,False,"Malachard, Mr. Noel",male,23.85928755725191,237735,15.0458,C
2.0,True,"Mallet, Master. Andre",male,1.0,S.C./PARIS 2079,37.0042,C
2.0,False,"Mallet, Mr. Albert",male,31.0,S.C./PARIS 2079,37.0042,C
2.0,True,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,S.C./PARIS 2079,37.0042,C
2.0,False,"Mangiavacchi, Mr. Serafino Emilio",male,23.85928755725191,SC/A.3 2861,15.5792,C
2.0,False,"Matthews, Mr. William John",male,30.0,28228,13.0,S
2.0,False,"Maybery, Mr. Frank Hubert",male,40.0,239059,16.0,S
2.0,False,"McCrae, Mr. Arthur Gordon",male,32.0,237216,13.5,S
2.0,False,"McCrie, Mr. James Matthew",male,30.0,233478,13.0,S
2.0,False,"McKane, Mr. Peter David",male,46.0,28403,26.0,S
2.0,True,"Mellinger, Miss. Madeleine Violet",female,13.0,250644,19.5,S
2.0,True,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,250644,19.5,S
2.0,True,"Mellors, Mr. William John",male,19.0,SW/PP 751,10.5,S
2.0,False,"Meyer, Mr. August",male,39.0,248723,13.0,S
2.0,False,"Milling, Mr. Jacob Christian",male,48.0,234360,13.0,S
2.0,False,"Mitchell, Mr. Henry Michael",male,70.0,C.A. 24580,10.5,S
2.0,False,"Montvila, Rev. Juozas",male,27.0,211536,13.0,S
2.0,False,"Moraweck, Dr. Ernest",male,54.0,29011,14.0,S
2.0,False,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,250655,26.0,S
2.0,False,"Mudd, Mr. Thomas Charles",male,16.0,S.O./P.P. 3,10.5,S
2.0,False,"Myles, Mr. Thomas Francis",male,62.0,240276,9.6875,Q
2.0,False,"Nasser, Mr. Nicholas",male,32.5,237736,30.0708,C
2.0,True,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,237736,30.0708,C
2.0,True,"Navratil, Master. Edmond Roger",male,2.0,230080,26.0,S
2.0,True,"Navratil, Master. Michel M",male,3.0,230080,26.0,S
2.0,False,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,230080,26.0,S
2.0,False,"Nesson, Mr. Israel",male,26.0,244368,13.0,S
2.0,False,"Nicholls, Mr. Joseph Charles",male,19.0,C.A. 33112,36.75,S
2.0,False,"Norman, Mr. Robert Douglas",male,28.0,218629,13.5,S
2.0,True,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",male,20.0,SC/PARIS 2166,13.8625,C
2.0,True,"Nye, Mrs. (Elizabeth Ramell)",female,29.0,C.A. 29395,10.5,S
2.0,False,"Otter, Mr. Richard",male,39.0,28213,13.0,S
2.0,True,"Oxenham, Mr. Percy Thomas",male,22.0,W./C. 14260,10.5,S
2.0,True,"Padro y Manent, Mr. Julian",male,23.85928755725191,SC/PARIS 2146,13.8625,C
2.0,False,"Pain, Dr. Alfred",male,23.0,244278,10.5,S
2.0,True,"Pallas y Castello, Mr. Emilio",male,29.0,SC/PARIS 2147,13.8583,C
2.0,False,"Parker, Mr. Clifford Richard",male,28.0,SC 14888,10.5,S
2.0,False,"Parkes, Mr. Francis ""Frank""",male,23.85928755725191,239853,0.0,S
2.0,True,"Parrish, Mrs. (Lutie Davis)",female,50.0,230433,26.0,S
2.0,False,"Pengelly, Mr. Frederick William",male,19.0,28665,10.5,S
2.0,False,"Pernot, Mr. Rene",male,23.85928755725191,SC/PARIS 2131,15.05,C
2.0,False,"Peruschitz, Rev. Joseph Maria",male,41.0,237393,13.0,S
2.0,True,"Phillips, Miss. Alice Frances Louisa",female,21.0,S.O./P.P. 2,21.0,S
2.0,True,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,250655,26.0,S
2.0,False,"Phillips, Mr. Escott Robert",male,43.0,S.O./P.P. 2,21.0,S
2.0,True,"Pinsky, Mrs. (Rosa)",female,32.0,234604,13.0,S
2.0,False,"Ponesell, Mr. Martin",male,34.0,250647,13.0,S
2.0,True,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,C.A. 34644,12.7375,C
2.0,False,"Pulbaum, Mr. Franz",male,27.0,SC/PARIS 2168,15.0333,C
2.0,True,"Quick, Miss. Phyllis May",female,2.0,26360,26.0,S
2.0,True,"Quick, Miss. Winifred Vera",female,8.0,26360,26.0,S
2.0,True,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,26360,26.0,S
2.0,False,"Reeves, Mr. David",male,36.0,C.A. 17248,10.5,S
2.0,False,"Renouf, Mr. Peter Henry",male,34.0,31027,21.0,S
2.0,True,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,31027,21.0,S
2.0,True,"Reynaldo, Ms. Encarnacion",female,28.0,230434,13.0,S
2.0,False,"Richard, Mr. Emile",male,23.0,SC/PARIS 2133,15.0458,C
2.0,True,"Richards, Master. George Sibley",male,0.8333,29106,18.75,S
2.0,True,"Richards, Master. William Rowe",male,3.0,29106,18.75,S
2.0,True,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,29106,18.75,S
2.0,True,"Ridsdale, Miss. Lucy",female,50.0,W./C. 14258,10.5,S
2.0,False,"Rogers, Mr. Reginald Harry",male,19.0,28004,10.5,S
2.0,True,"Rugg, Miss. Emily",female,21.0,C.A. 31026,10.5,S
2.0,False,"Schmidt, Mr. August",male,26.0,248659,13.0,S
2.0,False,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,244361,13.0,S
2.0,False,"Sharp, Mr. Percival James R",male,27.0,244358,26.0,S
2.0,True,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,230433,26.0,S
2.0,True,"Silven, Miss. Lyyli Karoliina",female,18.0,250652,13.0,S
2.0,True,"Sincock, Miss. Maude",female,20.0,C.A. 33112,36.75,S
2.0,True,"Sinkkonen, Miss. Anna",female,30.0,250648,13.0,S
2.0,False,"Sjostedt, Mr. Ernst Adolf",male,59.0,237442,13.5,S
2.0,True,"Slayter, Miss. Hilda Mary",female,30.0,234818,12.35,Q
2.0,False,"Slemen, Mr. Richard James",male,35.0,28206,10.5,S
2.0,True,"Smith, Miss. Marion Elsie",female,40.0,31418,13.0,S
2.0,False,"Sobey, Mr. Samuel James Hayden",male,25.0,C.A. 29178,13.0,S
2.0,False,"Stanton, Mr. Samuel Ward",male,41.0,237734,15.0458,C
2.0,False,"Stokes, Mr. Philip Joseph",male,25.0,F.C.C. 13540,10.5,S
2.0,False,"Swane, Mr. George",male,18.5,248734,13.0,S
2.0,False,"Sweet, Mr. George Frederick",male,14.0,220845,65.0,S
2.0,True,"Toomey, Miss. Ellen",female,50.0,F.C.C. 13531,10.5,S
2.0,False,"Troupiansky, Mr. Moses Aaron",male,23.0,233639,13.0,S
2.0,True,"Trout, Mrs. William H (Jessie L)",female,28.0,240929,12.65,S
2.0,True,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,34218,10.5,S
2.0,False,"Turpin, Mr. William John Robert",male,29.0,11668,21.0,S
2.0,False,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27.0,11668,21.0,S
2.0,False,"Veal, Mr. James",male,40.0,28221,13.0,S
2.0,True,"Walcroft, Miss. Nellie",female,31.0,F.C.C. 13528,21.0,S
2.0,False,"Ware, Mr. John James",male,30.0,CA 31352,21.0,S
2.0,False,"Ware, Mr. William Jeffery",male,23.0,28666,10.5,S
2.0,True,"Ware, Mrs. John James (Florence Louise Long)",female,31.0,CA 31352,21.0,S
2.0,False,"Watson, Mr. Ennis Hastings",male,23.85928755725191,239856,0.0,S
2.0,True,"Watt, Miss. Bertha J",female,12.0,C.A. 33595,15.75,S
2.0,True,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,C.A. 33595,15.75,S
2.0,True,"Webber, Miss. Susan",female,32.5,27267,13.0,S
2.0,False,"Weisz, Mr. Leopold",male,27.0,228414,26.0,S
2.0,True,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,228414,26.0,S
2.0,True,"Wells, Master. Ralph Lester",male,2.0,29103,23.0,S
2.0,True,"Wells, Miss. Joan",female,4.0,29103,23.0,S
2.0,True,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",female,29.0,29103,23.0,S
2.0,True,"West, Miss. Barbara J",female,0.9167,C.A. 34651,27.75,S
2.0,True,"West, Miss. Constance Mirium",female,5.0,C.A. 34651,27.75,S
2.0,False,"West, Mr. Edwy Arthur",male,36.0,C.A. 34651,27.75,S
2.0,True,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,C.A. 34651,27.75,S
2.0,False,"Wheadon, Mr. Edward H",male,66.0,C.A. 24579,10.5,S
2.0,False,"Wheeler, Mr. Edwin ""Frederick""",male,23.85928755725191,SC/PARIS 2159,12.875,S
2.0,True,"Wilhelms, Mr. Charles",male,31.0,244270,13.0,S
2.0,True,"Williams, Mr. Charles Eugene",male,23.85928755725191,244373,13.0,S
2.0,True,"Wright, Miss. Marion",female,26.0,220844,13.5,S
2.0,False,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,248747,13.0,S
3.0,False,"Abbing, Mr. Anthony",male,42.0,C.A. 5547,7.55,S
3.0,False,"Abbott, Master. Eugene Joseph",male,13.0,C.A. 2673,20.25,S
3.0,False,"Abbott, Mr. Rossmore Edward",male,16.0,C.A. 2673,20.25,S
3.0,True,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,C.A. 2673,20.25,S
3.0,True,"Abelseth, Miss. Karen Marie",female,16.0,348125,7.65,S
3.0,True,"Abelseth, Mr. Olaus Jorgensen",male,25.0,348122,7.65,S
3.0,True,"Abrahamsson, Mr. Abraham August Johannes",male,20.0,SOTON/O2 3101284,7.925,S
3.0,True,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18.0,2657,7.2292,C
3.0,False,"Adahl, Mr. Mauritz Nils Martin",male,30.0,C 7076,7.25,S
3.0,False,"Adams, Mr. John",male,26.0,341826,8.05,S
3.0,False,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40.0,7546,9.475,S
3.0,True,"Aks, Master. Philip Frank",male,0.8333,392091,9.35,S
3.0,True,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,392091,9.35,S
3.0,True,"Albimona, Mr. Nassef Cassem",male,26.0,2699,18.7875,C
3.0,False,"Alexander, Mr. William",male,26.0,3474,7.8875,S
3.0,False,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,SOTON/O2 3101287,7.925,S
3.0,False,"Ali, Mr. Ahmed",male,24.0,SOTON/O.Q. 3101311,7.05,S
3.0,False,"Ali, Mr. William",male,25.0,SOTON/O.Q. 3101312,7.05,S
3.0,False,"Allen, Mr. William Henry",male,35.0,373450,8.05,S
3.0,False,"Allum, Mr. Owen George",male,18.0,2223,8.3,S
3.0,False,"Andersen, Mr. Albert Karvin",male,32.0,C 4001,22.525,S
3.0,True,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,350046,7.8542,S
3.0,False,"Andersson, Master. Sigvard Harald Elias",male,4.0,347082,31.275,S
3.0,False,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,347082,31.275,S
3.0,False,"Andersson, Miss. Ellis Anna Maria",female,2.0,347082,31.275,S
3.0,True,"Andersson, Miss. Erna Alexandra",female,17.0,3101281,7.925,S
3.0,False,"Andersson, Miss. Ida Augusta Margareta",female,38.0,347091,7.775,S
3.0,False,"Andersson, Miss. Ingeborg Constanzia",female,9.0,347082,31.275,S
3.0,False,"Andersson, Miss. Sigrid Elisabeth",female,11.0,347082,31.275,S
3.0,False,"Andersson, Mr. Anders Johan",male,39.0,347082,31.275,S
3.0,True,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,350043,7.7958,S
3.0,False,"Andersson, Mr. Johan Samuel",male,26.0,347075,7.775,S
3.0,False,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,347082,31.275,S
3.0,False,"Andreasson, Mr. Paul Edvin",male,20.0,347466,7.8542,S
3.0,False,"Angheloff, Mr. Minko",male,26.0,349202,7.8958,S
3.0,False,"Arnold-Franchi, Mr. Josef",male,25.0,349237,17.8,S
3.0,False,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,349237,17.8,S
3.0,False,"Aronsson, Mr. Ernst Axel Algot",male,24.0,349911,7.775,S
3.0,False,"Asim, Mr. Adola",male,35.0,SOTON/O.Q. 3101310,7.05,S
3.0,False,"Asplund, Master. Carl Edgar",male,5.0,347077,31.3875,S
3.0,False,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,347077,31.3875,S
3.0,True,"Asplund, Master. Edvin Rojj Felix",male,3.0,347077,31.3875,S
3.0,False,"Asplund, Master. Filip Oscar",male,13.0,347077,31.3875,S
3.0,True,"Asplund, Miss. Lillian Gertrud",female,5.0,347077,31.3875,S
3.0,False,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,347077,31.3875,S
3.0,True,"Asplund, Mr. Johan Charles",male,23.0,350054,7.7958,S
3.0,True,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38.0,347077,31.3875,S
3.0,True,"Assaf Khalil, Mrs. Mariana (""Miriam"")",female,45.0,2696,7.225,C
3.0,False,"Assaf, Mr. Gerios",male,21.0,2692,7.225,C
